"senkId","senkNm","pref_turnout","pref_votes","pref_voteShare","khId","name_kanji","name_kana","partyId","hirei","cand_exp","partyNm_short","partyNm","elected","muncode","mun_name","mun_turnout","votes","mun_voteShare"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01333","知内町","61.71","704","35.1"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01334","木古内町","60.27","675","36.3"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01337","七飯町","58.59","3060","23.0"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01343","鹿部町","57.88","579","34.9"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01345","森町","59.02","1962","30.3"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01346","八雲町","59.34","2225","30.8"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01347","長万部町","63.47","746","30.5"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01361","江差町","58.25","971","28.6"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01362","上ノ国町","62.46","787","36.1"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01363","厚沢部町","71.55","598","30.5"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01364","乙部町","69.63","536","29.2"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01367","奥尻町","73.67","459","34.6"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01370","今金町","65.81","677","26.9"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01371","せたな町","72.06","1440","34.8"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01452","鷹栖町","64.78","830","23.8"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01453","東神楽町","62.34","1035","21.2"
"55136","北海道","59.69","546118","21.5",288,"高橋　はるみ","たかはし　はるみ",1,NA,"現","自民","自由民主党","1","01454","当麻町","59.80","699","23.1"
